date,SKU,qty,price_per_unit,tavg,prcp,tsun,sale_active,sale_percent,mmdd,day_of_week,month,is_holiday
2025-05-07,9109dx,0.0,3611.7616666666663,11.0,0.0,660.0,False,0.0,05-07,2,5,False
2025-05-08,9109dx,0.0,3611.7616666666663,11.5,0.0,54.0,False,0.0,05-08,3,5,False
2025-05-09,9109dx,0.0,3611.7616666666663,12.2,0.0,852.0,False,0.0,05-09,4,5,False
2025-05-10,9109dx,0.0,3611.7616666666663,13.5,0.0,864.0,False,0.0,05-10,5,5,False
2025-05-11,9109dx,0.0,3611.7616666666663,15.5,0.0,858.0,False,0.0,05-11,6,5,False
2025-05-12,9109dx,0.0,3611.7616666666663,16.1,0.0,852.0,False,0.0,05-12,0,5,False
2025-05-13,9109dx,0.0,3611.7616666666663,15.7,0.0,816.0,False,0.0,05-13,1,5,False
2025-05-14,9109dx,0.0,3611.7616666666663,16.4,0.0,864.0,False,0.0,05-14,2,5,False
2025-05-15,9109dx,0.0,3611.7616666666663,14.4,0.0,708.0,False,0.0,05-15,3,5,False
2025-05-16,9109dx,0.0,3611.7616666666663,12.6,0.0,510.0,False,0.0,05-16,4,5,False
2025-05-17,9109dx,0.0,3611.7616666666663,13.7,0.0,660.0,False,0.0,05-17,5,5,False
2025-05-18,9109dx,0.0,3611.7616666666663,14.4,0.0,708.0,False,0.0,05-18,6,5,False
2025-05-19,9109dx,0.0,3611.7616666666663,15.7,0.0,882.0,False,0.0,05-19,0,5,False
2025-05-20,9109dx,0.0,3611.7616666666663,18.0,0.0,522.0,False,0.0,05-20,1,5,False
2025-05-21,9109dx,0.0,3611.7616666666663,15.1,6.0,114.0,False,0.0,05-21,2,5,False
2025-05-22,9109dx,0.0,3611.7616666666663,12.0,0.9,264.0,False,0.0,05-22,3,5,False
2025-05-23,9109dx,0.0,3611.7616666666663,10.8,0.0,450.0,False,0.0,05-23,4,5,False
2025-05-24,9109dx,0.0,3611.7616666666663,12.2,1.5,660.0,False,0.0,05-24,5,5,False
2025-05-25,9109dx,0.0,3611.7616666666663,14.8,2.6,66.0,False,0.0,05-25,6,5,False
2025-05-26,9109dx,0.0,3611.7616666666663,15.3,0.0,450.0,False,0.0,05-26,0,5,False
2025-05-27,9109dx,0.0,3611.7616666666663,16.0,0.1,198.0,False,0.0,05-27,1,5,False
2025-05-28,9109dx,0.0,3611.7616666666663,15.4,9.7,78.0,False,0.0,05-28,2,5,False
2025-05-29,9109dx,0.0,3611.7616666666663,16.4,0.0,192.0,False,0.0,05-29,3,5,True
2025-05-30,9109dx,0.0,3611.7616666666663,21.5,0.0,768.0,False,0.0,05-30,4,5,False
2025-05-31,9109dx,0.0,3611.7616666666663,21.7,2.2,714.0,False,0.0,05-31,5,5,False
2025-06-01,9109dx,0.0,3611.7616666666663,21.4,16.4,408.0,False,0.0,06-01,6,6,False
2025-06-02,9109dx,0.0,3611.7616666666663,16.9,7.7,54.0,False,0.0,06-02,0,6,False
2025-06-03,9109dx,0.0,3611.7616666666663,18.7,3.0,270.0,False,0.0,06-03,1,6,False
2025-06-04,9109dx,0.0,3611.7616666666663,17.4,11.3,24.0,False,0.0,06-04,2,6,False
2025-06-05,9109dx,3.0,4156.966666666666,17.7,0.0,216.0,False,0.0,06-05,3,6,False
2025-06-06,9109dx,0.0,3611.7616666666663,17.7,6.2,66.0,False,0.0,06-06,4,6,False
2025-06-07,9109dx,0.0,3611.7616666666663,17.1,0.9,108.0,False,0.0,06-07,5,6,False
2025-06-08,9109dx,0.0,3611.7616666666663,14.7,0.9,306.0,False,0.0,06-08,6,6,False
2025-06-09,9109dx,0.0,3611.7616666666663,15.1,0.0,768.0,False,0.0,06-09,0,6,True
2025-06-10,9109dx,0.0,3611.7616666666663,18.2,0.0,780.0,False,0.0,06-10,1,6,False
2025-06-11,9109dx,0.0,3611.7616666666663,19.0,0.0,846.0,False,0.0,06-11,2,6,False
2025-06-12,9109dx,0.0,3611.7616666666663,21.3,0.0,864.0,False,0.0,06-12,3,6,False
2025-06-13,9109dx,1.0,4348.94,24.3,0.0,870.0,False,0.0,06-13,4,6,False
2025-06-14,9109dx,0.0,3611.7616666666663,25.9,0.0,816.0,False,0.0,06-14,5,6,False
2025-06-15,9109dx,0.0,3611.7616666666663,20.9,11.4,300.0,False,0.0,06-15,6,6,False
2025-06-16,9109dx,0.0,3611.7616666666663,18.4,0.0,516.0,False,0.0,06-16,0,6,False
2025-06-17,9109dx,0.0,3611.7616666666663,19.9,0.0,894.0,False,0.0,06-17,1,6,False
2025-06-18,9109dx,0.0,3611.7616666666663,22.1,0.0,894.0,False,0.0,06-18,2,6,False
2025-06-19,9109dx,0.0,3611.7616666666663,22.8,0.0,876.0,False,0.0,06-19,3,6,True
2025-06-20,9109dx,0.0,3611.7616666666663,21.6,0.0,882.0,False,0.0,06-20,4,6,False
2025-06-21,9109dx,0.0,3611.7616666666663,22.9,0.0,888.0,False,0.0,06-21,5,6,False
2025-06-22,9109dx,0.0,3611.7616666666663,25.9,0.0,888.0,False,0.0,06-22,6,6,False
2025-06-23,9109dx,1.0,3953.57,24.2,0.0,450.0,False,0.0,06-23,0,6,False
2025-06-24,9109dx,0.0,3611.7616666666663,23.1,0.0,858.0,False,0.0,06-24,1,6,False
2025-06-25,9109dx,0.0,3611.7616666666663,26.1,0.2,888.0,False,0.0,06-25,2,6,False
2025-06-26,9109dx,0.0,3611.7616666666663,24.5,0.0,486.0,False,0.0,06-26,3,6,False
2025-06-27,9109dx,0.0,3611.7616666666663,22.4,0.0,222.0,False,0.0,06-27,4,6,False
2025-06-28,9109dx,0.0,3611.7616666666663,24.8,0.0,816.0,False,0.0,06-28,5,6,False
2025-06-29,9109dx,0.0,3611.7616666666663,26.7,0.0,912.0,False,0.0,06-29,6,6,False
2025-06-30,9109dx,0.0,3611.7616666666663,27.6,0.0,900.0,False,0.0,06-30,0,6,False
2025-07-01,9109dx,0.0,3611.7616666666663,26.3,0.0,588.0,False,0.0,07-01,1,7,False
2025-07-02,9109dx,0.0,3611.7616666666663,28.4,0.6,888.0,False,0.0,07-02,2,7,False
2025-07-03,9109dx,0.0,3611.7616666666663,22.3,0.0,192.0,False,0.0,07-03,3,7,False
2025-07-04,9109dx,0.0,3611.7616666666663,22.4,0.0,888.0,False,0.0,07-04,4,7,False
2025-07-05,9109dx,0.0,3611.7616666666663,23.1,0.0,810.0,False,0.0,07-05,5,7,False
2025-07-06,9109dx,0.0,3611.7616666666663,20.2,2.3,102.0,False,0.0,07-06,6,7,False
2025-07-07,9109dx,0.0,3611.7616666666663,16.6,7.8,192.0,False,0.0,07-07,0,7,False
2025-07-08,9109dx,0.0,3611.7616666666663,14.3,1.3,174.0,False,0.0,07-08,1,7,False
2025-07-09,9109dx,0.0,3611.7616666666663,16.9,0.0,618.0,False,0.0,07-09,2,7,False
2025-07-10,9109dx,0.0,3611.7616666666663,19.1,0.0,798.0,False,0.0,07-10,3,7,False
2025-07-11,9109dx,0.0,3611.7616666666663,20.2,0.0,624.0,False,0.0,07-11,4,7,False
2025-07-12,9109dx,0.0,3611.7616666666663,20.6,0.0,642.0,False,0.0,07-12,5,7,False
2025-07-13,9109dx,0.0,3611.7616666666663,22.9,0.0,810.0,False,0.0,07-13,6,7,False
2025-07-14,9109dx,0.0,3611.7616666666663,21.2,6.6,168.0,False,0.0,07-14,0,7,False
2025-07-15,9109dx,0.0,3611.7616666666663,21.3,0.0,300.0,False,0.0,07-15,1,7,False
2025-07-16,9109dx,0.0,3611.7616666666663,18.3,8.2,162.0,False,0.0,07-16,2,7,False
2025-07-17,9109dx,0.0,3611.7616666666663,18.5,0.0,570.0,False,0.0,07-17,3,7,False
2025-07-18,9109dx,0.0,3611.7616666666663,21.2,0.0,852.0,False,0.0,07-18,4,7,False
2025-07-19,9109dx,0.0,3611.7616666666663,22.5,0.2,594.0,False,0.0,07-19,5,7,False
2025-07-20,9109dx,0.0,3611.7616666666663,22.7,1.8,474.0,False,0.0,07-20,6,7,False
2025-07-21,9109dx,0.0,3611.7616666666663,18.8,11.5,228.0,False,0.0,07-21,0,7,False
2025-07-22,9109dx,0.0,3611.7616666666663,18.3,22.7,246.0,False,0.0,07-22,1,7,False
2025-07-23,9109dx,0.0,3611.7616666666663,19.9,0.0,504.0,False,0.0,07-23,2,7,False
2025-07-24,9109dx,0.0,3611.7616666666663,18.5,18.5,210.0,False,0.0,07-24,3,7,False
2025-07-25,9109dx,0.0,3611.7616666666663,18.4,0.8,90.0,False,0.0,07-25,4,7,False
2025-07-26,9109dx,0.0,3611.7616666666663,18.1,21.5,174.0,False,0.0,07-26,5,7,False
2025-07-27,9109dx,0.0,3611.7616666666663,17.1,42.0,156.0,False,0.0,07-27,6,7,False
2025-07-28,9109dx,0.0,3611.7616666666663,15.1,10.7,60.0,False,0.0,07-28,0,7,False
2025-07-29,9109dx,0.0,3611.7616666666663,17.1,0.1,378.0,False,0.0,07-29,1,7,False
2025-07-30,9109dx,0.0,3611.7616666666663,16.8,2.8,246.0,False,0.0,07-30,2,7,False
2025-07-31,9109dx,0.0,3611.7616666666663,18.6,9.2,246.0,False,0.0,07-31,3,7,False
2025-08-01,9109dx,0.0,3611.7616666666663,18.0,2.9,216.0,False,0.0,08-01,4,8,False
2025-08-02,9109dx,0.0,3611.7616666666663,16.9,0.1,144.0,False,0.0,08-02,5,8,False
2025-08-03,9109dx,0.0,3611.7616666666663,15.9,1.7,78.0,False,0.0,08-03,6,8,False
2025-08-04,9109dx,0.0,3611.7616666666663,17.5,2.3,168.0,False,0.0,08-04,0,8,False
2025-08-05,9109dx,0.0,3611.7616666666663,20.2,0.0,462.0,False,0.0,08-05,1,8,False
2025-08-06,9109dx,0.0,3611.7616666666663,17.8,0.0,822.0,False,0.0,08-06,2,8,False
2025-08-07,9109dx,0.0,3611.7616666666663,19.5,0.0,768.0,False,0.0,08-07,3,8,False
2025-08-08,9109dx,0.0,3611.7616666666663,23.0,0.0,840.0,False,0.0,08-08,4,8,True
2025-08-09,9109dx,0.0,3611.7616666666663,25.1,0.0,786.0,False,0.0,08-09,5,8,False
2025-08-10,9109dx,0.0,3611.7616666666663,22.4,0.0,834.0,False,0.0,08-10,6,8,False
2025-08-11,9109dx,0.0,3611.7616666666663,21.9,0.0,834.0,False,0.0,08-11,0,8,False
2025-08-12,9109dx,0.0,3611.7616666666663,24.1,0.0,798.0,False,0.0,08-12,1,8,False
2025-08-13,9109dx,0.0,3611.7616666666663,26.7,0.0,792.0,False,0.0,08-13,2,8,False
2025-08-14,9109dx,0.0,3611.7616666666663,26.4,0.0,756.0,False,0.0,08-14,3,8,False
2025-08-15,9109dx,0.0,3611.7616666666663,27.0,0.0,672.0,False,0.0,08-15,4,8,True
2025-08-16,9109dx,0.0,3611.7616666666663,23.9,0.0,558.0,False,0.0,08-16,5,8,False
2025-08-17,9109dx,0.0,3611.7616666666663,19.3,0.0,498.0,False,0.0,08-17,6,8,False
2025-08-18,9109dx,0.0,3611.7616666666663,19.6,0.0,816.0,False,0.0,08-18,0,8,False
2025-08-19,9109dx,0.0,3611.7616666666663,22.1,0.0,804.0,False,0.0,08-19,1,8,False
2025-08-20,9109dx,0.0,3611.7616666666663,20.5,0.0,318.0,False,0.0,08-20,2,8,False
2025-08-21,9109dx,0.0,3611.7616666666663,18.9,2.4,24.0,False,0.0,08-21,3,8,False
2025-08-22,9109dx,0.0,3611.7616666666663,16.8,0.0,420.0,False,0.0,08-22,4,8,False
2025-08-23,9109dx,0.0,3611.7616666666663,16.1,0.0,270.0,False,0.0,08-23,5,8,False
2025-08-24,9109dx,0.0,3611.7616666666663,16.6,0.0,528.0,False,0.0,08-24,6,8,False
2025-08-25,9109dx,0.0,3611.7616666666663,17.2,0.0,762.0,False,0.0,08-25,0,8,False
2025-08-26,9109dx,0.0,3611.7616666666663,20.5,0.0,672.0,False,0.0,08-26,1,8,False
2025-08-27,9109dx,0.0,3611.7616666666663,21.4,10.2,168.0,False,0.0,08-27,2,8,False
2025-08-28,9109dx,0.0,3611.7616666666663,18.9,12.5,18.0,False,0.0,08-28,3,8,False
2025-08-29,9109dx,0.0,3611.7616666666663,18.2,2.9,486.0,False,0.0,08-29,4,8,False
2025-08-30,9109dx,0.0,3611.7616666666663,17.2,0.1,330.0,False,0.0,08-30,5,8,False
2025-08-31,9109dx,0.0,3611.7616666666663,18.4,0.0,564.0,False,0.0,08-31,6,8,False
2025-09-01,9109dx,0.0,3611.7616666666663,17.3,1.9,19.0,False,0.0,09-01,0,9,False
2025-09-02,9109dx,0.0,3611.7616666666663,16.4,0.9,326.0,False,0.0,09-02,1,9,False
2025-09-03,9109dx,0.0,3611.7616666666663,18.9,3.2,446.0,False,0.0,09-03,2,9,False
2025-09-04,9109dx,0.0,3611.7616666666663,18.7,4.3,247.0,False,0.0,09-04,3,9,False
2025-09-05,9109dx,0.0,3611.7616666666663,15.9,0.0,243.0,False,0.0,09-05,4,9,False
2025-09-06,9109dx,0.0,3611.7616666666663,15.9,0.0,685.0,False,0.0,09-06,5,9,False
2025-09-07,9109dx,0.0,3611.7616666666663,17.2,0.0,618.0,False,0.0,09-07,6,9,False
2025-09-08,9109dx,0.0,3611.7616666666663,16.9,1.8,59.0,False,0.0,09-08,0,9,False
2025-09-09,9109dx,0.0,3611.7616666666663,15.8,21.0,186.0,False,0.0,09-09,1,9,False
2025-09-10,9109dx,0.0,3611.7616666666663,14.0,1.8,118.0,False,0.0,09-10,2,9,False
2025-09-11,9109dx,0.0,3611.7616666666663,15.9,3.0,378.0,False,0.0,09-11,3,9,False
2025-09-12,9109dx,0.0,3611.7616666666663,15.7,0.0,485.0,False,0.0,09-12,4,9,False
2025-09-13,9109dx,0.0,3611.7616666666663,16.8,10.3,375.0,False,0.0,09-13,5,9,False
2025-09-14,9109dx,0.0,3611.7616666666663,15.8,0.0,290.0,False,0.0,09-14,6,9,False
2025-09-15,9109dx,0.0,3611.7616666666663,19.5,2.4,218.0,False,0.0,09-15,0,9,False
2025-09-16,9109dx,0.0,3611.7616666666663,15.4,0.0,318.0,False,0.0,09-16,1,9,False
2025-09-17,9109dx,0.0,3611.7616666666663,15.9,0.0,214.0,False,0.0,09-17,2,9,False
2025-09-18,9109dx,0.0,3611.7616666666663,18.3,0.0,711.0,False,0.0,09-18,3,9,False
2025-09-19,9109dx,0.0,3611.7616666666663,19.4,0.0,708.0,False,0.0,09-19,4,9,False
2025-09-20,9109dx,0.0,3611.7616666666663,22.4,0.0,674.0,False,0.0,09-20,5,9,False
2025-09-21,9109dx,0.0,3611.7616666666663,17.9,25.6,63.0,False,0.0,09-21,6,9,False
2025-09-22,9109dx,0.0,3611.7616666666663,10.8,20.2,0.0,False,0.0,09-22,0,9,False
2025-09-23,9109dx,0.0,3611.7616666666663,10.7,10.6,0.0,False,0.0,09-23,1,9,False
2025-09-24,9109dx,0.0,3611.7616666666663,9.5,20.9,0.0,False,0.0,09-24,2,9,False
2025-09-25,9109dx,0.0,3611.7616666666663,9.8,6.7,0.0,False,0.0,09-25,3,9,False
2025-09-26,9109dx,0.0,3611.7616666666663,9.6,1.7,0.0,False,0.0,09-26,4,9,False
2025-09-27,9109dx,0.0,3611.7616666666663,11.8,0.0,51.0,False,0.0,09-27,5,9,False
2025-09-28,9109dx,0.0,3611.7616666666663,11.5,0.0,7.0,False,0.0,09-28,6,9,False
2025-09-29,9109dx,0.0,3611.7616666666663,12.4,0.0,304.0,False,0.0,09-29,0,9,False
2025-09-30,9109dx,0.0,3611.7616666666663,12.1,0.2,141.0,False,0.0,09-30,1,9,False
2025-10-01,9109dx,0.0,3611.7616666666663,9.9,0.0,337.0,False,0.0,10-01,2,10,False
2025-10-02,9109dx,0.0,3611.7616666666663,8.5,0.0,624.0,False,0.0,10-02,3,10,False
2025-10-03,9109dx,0.0,3611.7616666666663,9.2,0.1,293.0,False,0.0,10-03,4,10,True
2025-10-04,9109dx,0.0,3611.7616666666663,12.9,2.9,145.0,False,0.0,10-04,5,10,False
2025-10-05,9109dx,0.0,3611.7616666666663,9.8,2.4,126.0,False,0.0,10-05,6,10,False
2025-10-06,9109dx,1.0,4093.11,10.7,2.8,0.0,False,0.0,10-06,0,10,False
2025-10-07,9109dx,0.0,3611.7616666666663,11.8,0.0,45.0,False,0.0,10-07,1,10,False
2025-10-08,9109dx,0.0,3611.7616666666663,12.2,0.9,484.0,False,0.0,10-08,2,10,False
2025-10-09,9109dx,0.0,3611.7616666666663,13.0,0.2,38.0,False,0.0,10-09,3,10,False
2025-10-10,9109dx,0.0,3611.7616666666663,10.8,0.0,45.0,False,0.0,10-10,4,10,False
2025-10-11,9109dx,0.0,3611.7616666666663,12.7,0.0,318.0,False,0.0,10-11,5,10,False
2025-10-12,9109dx,0.0,3611.7616666666663,12.9,0.0,63.0,False,0.0,10-12,6,10,False
2025-10-13,9109dx,0.0,3611.7616666666663,11.6,0.0,4.0,False,0.0,10-13,0,10,False
2025-10-14,9109dx,0.0,3611.7616666666663,11.1,0.0,403.0,False,0.0,10-14,1,10,False
2025-10-15,9109dx,0.0,3611.7616666666663,11.1,0.0,195.0,False,0.0,10-15,2,10,False
2025-10-16,9109dx,0.0,3611.7616666666663,9.8,0.0,301.0,False,0.0,10-16,3,10,False
2025-10-17,9109dx,0.0,3611.7616666666663,10.8,0.0,0.0,False,0.0,10-17,4,10,False
2025-10-18,9109dx,0.0,3611.7616666666663,10.1,0.0,127.0,False,0.0,10-18,5,10,False
2025-10-19,9109dx,0.0,3611.7616666666663,9.1,0.0,31.0,False,0.0,10-19,6,10,False
2025-10-20,9109dx,0.0,3611.7616666666663,12.3,0.8,0.0,False,0.0,10-20,0,10,False
2025-10-21,9109dx,0.0,3611.7616666666663,13.7,6.0,200.0,False,0.0,10-21,1,10,False
2025-10-22,9109dx,0.0,3611.7616666666663,13.7,4.3,0.0,False,0.0,10-22,2,10,False
2025-10-23,9109dx,0.0,3611.7616666666663,12.5,11.9,157.0,False,0.0,10-23,3,10,False
2025-10-24,9109dx,0.0,3611.7616666666663,8.3,0.7,267.0,False,0.0,10-24,4,10,False
2025-10-25,9109dx,0.0,3611.7616666666663,9.5,1.9,91.0,False,0.0,10-25,5,10,False
2025-10-26,9109dx,0.0,3611.7616666666663,7.4,1.7,245.0,False,0.0,10-26,6,10,False
2025-10-27,9109dx,0.0,3611.7616666666663,8.0,7.4,148.0,False,0.0,10-27,0,10,False
2025-10-28,9109dx,0.0,3611.7616666666663,11.1,0.0,61.0,False,0.0,10-28,1,10,False
2025-10-29,9109dx,0.0,3611.7616666666663,12.6,2.9,332.0,False,0.0,10-29,2,10,False
2025-10-30,9109dx,0.0,3611.7616666666663,11.1,0.0,460.0,False,0.0,10-30,3,10,False
2025-10-31,9109dx,0.0,3611.7616666666663,9.2,0.0,273.0,False,0.0,10-31,4,10,False
2025-11-01,9109dx,0.0,3611.7616666666663,12.8,13.7,44.0,False,0.0,11-01,5,11,True
2025-11-02,9109dx,0.0,3611.7616666666663,10.7,2.2,0.0,False,0.0,11-02,6,11,False
2025-11-03,9109dx,0.0,3611.7616666666663,9.5,0.0,408.0,False,0.0,11-03,0,11,False
2025-11-04,9109dx,0.0,3611.7616666666663,9.0,0.0,507.0,False,0.0,11-04,1,11,False
2025-11-05,9109dx,0.0,3611.7616666666663,8.3,0.0,504.0,False,0.0,11-05,2,11,False
2025-11-06,9109dx,0.0,3611.7616666666663,6.3,0.0,494.0,False,0.0,11-06,3,11,False
2025-11-07,9109dx,0.0,3611.7616666666663,2.3,0.0,0.0,False,0.0,11-07,4,11,False
2025-11-08,9109dx,0.0,3611.7616666666663,3.8,0.8,40.0,False,0.0,11-08,5,11,False
2025-11-09,9109dx,0.0,3611.7616666666663,7.7,2.9,0.0,False,0.0,11-09,6,11,False
2025-11-10,9109dx,0.0,3611.7616666666663,8.8,0.0,450.0,False,0.0,11-10,0,11,False
2025-11-11,9109dx,0.0,3611.7616666666663,9.5,0.0,372.0,False,0.0,11-11,1,11,False
2025-11-12,9109dx,0.0,3611.7616666666663,8.7,0.0,441.0,False,0.0,11-12,2,11,False
2025-11-13,9109dx,0.0,3611.7616666666663,11.9,0.0,337.0,False,0.0,11-13,3,11,False
2025-11-14,9109dx,0.0,3611.7616666666663,11.7,0.0,0.0,False,0.0,11-14,4,11,False
2025-11-15,9109dx,0.0,3611.7616666666663,13.1,0.2,64.0,False,0.0,11-15,5,11,False
2025-11-16,9109dx,0.0,3611.7616666666663,10.3,4.0,26.0,False,0.0,11-16,6,11,False
2025-11-17,9109dx,0.0,3611.7616666666663,4.9,2.4,40.0,False,0.0,11-17,0,11,False
2025-11-18,9109dx,0.0,3611.7616666666663,1.6,0.0,474.0,False,0.0,11-18,1,11,False
2025-11-19,9109dx,0.0,3611.7616666666663,2.2,0.0,364.0,False,0.0,11-19,2,11,True
2025-11-20,9109dx,0.0,3611.7616666666663,2.3,0.0,59.0,False,0.0,11-20,3,11,False
2025-11-21,9109dx,0.0,3611.7616666666663,-1.0,0.0,136.0,False,0.0,11-21,4,11,False
2025-11-22,9109dx,0.0,3611.7616666666663,-4.2,0.0,243.0,False,0.0,11-22,5,11,False
2025-11-23,9109dx,0.0,3611.7616666666663,-2.6,2.5,155.0,False,0.0,11-23,6,11,False
2025-11-24,9109dx,0.0,3611.7616666666663,4.1,5.8,0.0,False,0.0,11-24,0,11,False
2024-01-26,9109fz,0.0,3195.353333333333,9.0,1.2,0.0,False,0.0,01-26,4,1,False
2024-01-27,9109fz,0.0,3195.353333333333,3.0,0.0,510.0,False,0.0,01-27,5,1,False
2024-01-28,9109fz,0.0,3195.353333333333,3.7,0.0,516.0,False,0.0,01-28,6,1,False
2024-01-29,9109fz,0.0,3195.353333333333,5.5,0.0,492.0,False,0.0,01-29,0,1,False
2024-01-30,9109fz,0.0,3195.353333333333,6.1,0.0,192.0,False,0.0,01-30,1,1,False
2024-01-31,9109fz,0.0,3195.353333333333,8.0,0.1,54.0,False,0.0,01-31,2,1,False
2024-02-01,9109fz,0.0,3195.353333333333,7.9,6.6,0.0,False,0.0,02-01,3,2,False
2024-02-02,9109fz,0.0,3195.353333333333,6.9,0.0,264.0,False,0.0,02-02,4,2,False
2024-02-03,9109fz,0.0,3195.353333333333,6.9,0.0,90.0,False,0.0,02-03,5,2,False
2024-02-04,9109fz,0.0,3195.353333333333,8.7,0.0,84.0,False,0.0,02-04,6,2,False
2024-02-05,9109fz,0.0,3195.353333333333,7.9,0.0,450.0,False,0.0,02-05,0,2,False
2024-02-06,9109fz,0.0,3195.353333333333,6.2,0.0,36.0,False,0.0,02-06,1,2,False
2024-02-07,9109fz,0.0,3195.353333333333,8.9,1.5,0.0,False,0.0,02-07,2,2,False
2024-02-08,9109fz,0.0,3195.353333333333,11.0,2.8,0.0,False,0.0,02-08,3,2,False
2024-02-09,9109fz,0.0,3195.353333333333,10.9,3.7,0.0,False,0.0,02-09,4,2,False
2024-02-10,9109fz,0.0,3195.353333333333,8.3,10.0,60.0,False,0.0,02-10,5,2,False
2024-02-11,9109fz,0.0,3195.353333333333,7.8,0.8,108.0,False,0.0,02-11,6,2,False
2024-02-12,9109fz,0.0,3195.353333333333,7.3,0.0,36.0,False,0.0,02-12,0,2,False
2024-02-13,9109fz,0.0,3195.353333333333,6.6,0.0,330.0,False,0.0,02-13,1,2,False
2024-02-14,9109fz,0.0,3195.353333333333,9.1,0.0,78.0,False,0.0,02-14,2,2,False
2024-02-15,9109fz,0.0,3195.353333333333,12.3,0.0,378.0,False,0.0,02-15,3,2,False
2024-02-16,9109fz,0.0,3195.353333333333,12.2,5.0,126.0,False,0.0,02-16,4,2,False
2024-02-17,9109fz,0.0,3195.353333333333,10.2,0.0,240.0,False,0.0,02-17,5,2,False
2024-02-18,9109fz,0.0,3195.353333333333,8.4,6.4,132.0,False,0.0,02-18,6,2,False
2024-02-19,9109fz,0.0,3195.353333333333,9.0,1.4,6.0,False,0.0,02-19,0,2,False
2024-02-20,9109fz,0.0,3195.353333333333,7.7,0.0,270.0,False,0.0,02-20,1,2,False
2024-02-21,9109fz,0.0,3195.353333333333,9.4,0.5,204.0,False,0.0,02-21,2,2,False
2024-02-22,9109fz,0.0,3195.353333333333,10.1,5.6,0.0,False,0.0,02-22,3,2,False
2024-02-23,9109fz,0.0,3195.353333333333,5.8,0.2,84.0,False,0.0,02-23,4,2,False
2024-02-24,9109fz,0.0,3195.353333333333,5.3,0.0,228.0,False,0.0,02-24,5,2,False
2024-02-25,9109fz,0.0,3195.353333333333,6.1,0.0,378.0,False,0.0,02-25,6,2,False
2024-02-26,9109fz,0.0,3195.353333333333,8.9,0.1,156.0,False,0.0,02-26,0,2,False
2024-02-27,9109fz,0.0,3195.353333333333,7.8,0.0,0.0,False,0.0,02-27,1,2,False
2024-02-28,9109fz,0.0,3195.353333333333,5.8,0.0,0.0,False,0.0,02-28,2,2,False
2024-02-29,9109fz,0.0,3195.353333333333,5.4,0.0,564.0,False,0.0,02-29,3,2,False
2024-03-01,9109fz,0.0,3195.353333333333,6.4,0.7,36.0,False,0.0,03-01,4,3,False
2024-03-02,9109fz,0.0,3195.353333333333,8.8,0.0,462.0,False,0.0,03-02,5,3,False
2024-03-03,9109fz,0.0,3195.353333333333,10.2,0.0,456.0,False,0.0,03-03,6,3,False
2024-03-04,9109fz,0.0,3195.353333333333,7.5,0.0,0.0,False,0.0,03-04,0,3,False
2024-03-05,9109fz,0.0,3195.353333333333,7.0,1.8,6.0,False,0.0,03-05,1,3,False
2024-03-06,9109fz,0.0,3195.353333333333,5.8,4.5,0.0,False,0.0,03-06,2,3,False
2024-03-07,9109fz,0.0,3195.353333333333,4.5,0.0,138.0,False,0.0,03-07,3,3,False
2024-03-08,9109fz,0.0,3195.353333333333,4.4,0.1,300.0,False,0.0,03-08,4,3,False
2024-03-09,9109fz,0.0,3195.353333333333,8.7,0.0,450.0,False,0.0,03-09,5,3,False
2024-03-10,9109fz,0.0,3195.353333333333,8.6,1.7,24.0,False,0.0,03-10,6,3,False
2024-03-11,9109fz,0.0,3195.353333333333,8.8,0.0,366.0,False,0.0,03-11,0,3,False
2024-03-12,9109fz,0.0,3195.353333333333,7.3,12.7,0.0,False,0.0,03-12,1,3,False
2024-03-13,9109fz,0.0,3195.353333333333,8.5,0.3,0.0,False,0.0,03-13,2,3,False
2024-03-14,9109fz,0.0,3195.353333333333,11.7,0.0,498.0,False,0.0,03-14,3,3,False
2024-03-15,9109fz,0.0,3195.353333333333,12.8,2.6,276.0,False,0.0,03-15,4,3,False
2024-03-16,9109fz,0.0,3195.353333333333,10.1,1.6,258.0,False,0.0,03-16,5,3,False
2024-03-17,9109fz,0.0,3195.353333333333,9.0,0.7,276.0,False,0.0,03-17,6,3,False
2024-03-18,9109fz,0.0,3195.353333333333,9.6,4.7,42.0,False,0.0,03-18,0,3,False
2024-03-19,9109fz,0.0,3195.353333333333,10.8,0.0,492.0,False,0.0,03-19,1,3,False
2024-03-20,9109fz,0.0,3195.353333333333,12.1,0.0,654.0,False,0.0,03-20,2,3,False
2024-03-21,9109fz,0.0,3195.353333333333,12.2,0.0,258.0,False,0.0,03-21,3,3,False
2024-03-22,9109fz,0.0,3195.353333333333,12.3,0.7,336.0,False,0.0,03-22,4,3,False
2024-03-23,9109fz,0.0,3195.353333333333,7.5,6.0,204.0,False,0.0,03-23,5,3,False
2024-03-24,9109fz,0.0,3195.353333333333,4.9,2.3,156.0,False,0.0,03-24,6,3,False
2024-03-25,9109fz,0.0,3195.353333333333,7.2,0.0,612.0,False,0.0,03-25,0,3,False
2024-03-26,9109fz,0.0,3195.353333333333,9.6,0.0,492.0,False,0.0,03-26,1,3,False
2024-03-27,9109fz,0.0,3195.353333333333,8.1,3.1,192.0,False,0.0,03-27,2,3,False
